player_id,player_name,team_id,team_name,position,rival,es_local,partidos_historicos,partidos_club_ultimos_3,participaciones_ultimos_3,activo_ultimos_3,titulares_ultimos_3,titular_2_de_3,weighted_recent,promedio,p90,std,minimo,maximo,confianza,estabilidad,factor_confianza,factor_contexto,score_base,score_contextual,starter_fecha10
p_0rvVb2,Alexandro Maidana,t_02LuKO,Talleres,DEF,Instituto,False,12,3,3,True,0,False,2.7197000000000005,7.196883333333335,13.54761,5.885117246045058,0.362,20.5267,0.9290481618326665,0.14524080916333254,0.9929048161832666,0.899,7.217550833333334,6.4425405441343315,False
p_209otm,Giovanni Baroni,t_02LuKO,Talleres,VOL,Instituto,False,18,3,3,True,0,False,2.6954933333333333,5.307222222222222,10.81563,4.256356009208368,0.2624,14.2352,1.0,0.1902458658142915,1.0,0.899,5.770219055555556,5.1874269309444445,False
p_2l1GSH,Lautaro Ortíz,t_02LuKO,Talleres,VOL,Instituto,False,2,3,3,True,1,False,6.78,8.275,11.863,6.342747827243331,3.79,12.76,0.5939044262500685,0.13618879791700916,0.9593904426250068,0.899,8.64875,7.459477753497072,False
p_1GQOph,Bruno Trey,t_02LuKO,Talleres,VOL,Instituto,False,1,3,3,True,0,False,4.23,4.23,4.23,0.0,4.23,4.23,0.7333333333333334,1.0,0.9733333333333334,0.899,4.23,3.701362800000001,False
p_2mFTYm,Valentín Dávila,t_02LuKO,Talleres,DEL,Instituto,False,24,3,3,True,0,False,2.64666,3.6686416666666664,10.066059999999997,4.769246204765138,-0.51,18.4613,1.0,0.17333286958251928,1.0,0.899,4.910302666666666,4.414362097333332,False
p_05SKXO,Emiliano Chiavassa,t_02LuKO,Talleres,DEL,Instituto,False,9,3,3,True,0,False,1.8573066666666667,1.041611111111111,3.0780000000000007,2.24897106386701,-0.9782,6.03,0.8615579505229434,0.30778975261471675,0.9861557950522943,0.899,1.8362017777777777,1.6278921406127518,False
p_3tsAcU,Diego Valoyes,t_02LuKO,Talleres,DEL,Instituto,False,10,3,2,True,0,False,4.473,4.710769999999999,9.08445,3.445845684959725,-0.6086,9.975,0.8783191502447477,0.22492908455707208,0.9878319150244748,0.899,5.7209705,5.080570163087361,False
p_0kRKnI,Tomás Marchiori,t_2eRs85,Vélez Sarsfield,ARQ,Tigre,True,8,3,3,True,3,True,10.459480000000001,10.3912,13.38048,3.2494428375162583,5.4012,13.7988,0.8137316602781344,0.23532496805733866,0.9813731660278134,1.0179999999999998,11.162418,11.151678448063198,True
p_4HmUN6,Joaquín García,t_2eRs85,Vélez Sarsfield,DEF,Tigre,True,21,3,3,True,3,True,10.151019999999999,9.608090476190476,14.0036,4.087480132784105,2.4972,17.8905,1.0,0.1965609641511767,1.0,1.0179999999999998,10.89699319047619,11.093139067904758,True
p_0ZUeue,Thiago Silvero,t_2eRs85,Vélez Sarsfield,DEF,Tigre,True,12,3,3,True,3,True,11.0439,9.821366666666666,17.22778,5.782981233732042,0.5,17.7508,0.9294855599784637,0.14742779989231863,0.9929485559978464,1.0179999999999998,12.100856666666665,12.23180766026664,True
p_1mwRpu,Emanuel Mammana,t_2eRs85,Vélez Sarsfield,DEF,Tigre,True,22,3,3,True,3,True,8.349966666666667,8.010931818181819,12.106240000000001,3.4387408512815743,0.74,13.6171,1.0,0.22528911542814564,1.0,1.0179999999999998,9.15342106060606,9.318182639696968,True
p_4filjU,Elías Gómez,t_2eRs85,Vélez Sarsfield,DEF,Tigre,True,24,3,3,True,3,True,12.288206666666667,10.170679166666668,13.97464,3.3540612323594607,3.83,16.0387,1.0,0.2296706331477339,1.0,1.0179999999999998,11.862804,12.076334471999997,True
p_2n95ER,Rodrigo Aliendro,t_2eRs85,Vélez Sarsfield,VOL,Tigre,True,25,3,3,True,3,True,9.766906666666667,7.10006,12.39746,4.66616313706097,0.0492,16.9263,1.0,0.17648627048156232,1.0,1.0179999999999998,9.357806333333334,9.526246847333333,True
p_2D7OBP,Lucas Robertone,t_2eRs85,Vélez Sarsfield,VOL,Tigre,True,23,3,3,True,3,True,8.35276,7.389621739130434,11.75986,3.8224728523866855,2.572,17.4286,1.0,0.2073624944316879,1.0,1.0179999999999998,8.819279695652174,8.97802673017391,True
p_0Ndsjk,Juan Policella,t_2eRs85,Vélez Sarsfield,VOL,Tigre,True,3,3,3,True,2,True,5.417000000000001,4.4407,6.5111,3.1580071136715318,0.83,6.6878,0.6480999658087163,0.2404998290435817,0.9648099965808716,1.0179999999999998,5.300005,5.205540766435316,True
p_1UNG97,Manuel Lanzini,t_2eRs85,Vélez Sarsfield,VOL,Tigre,True,25,3,3,True,2,True,7.748413333333334,10.053256,17.16468,4.74144590816627,3.07,18.0397,1.0,0.17417215384327894,1.0,1.0179999999999998,11.024417066666667,11.222856573866665,True
p_2f7maD,Simón Escobar,t_2eRs85,Vélez Sarsfield,DEF,Tigre,True,6,3,3,True,2,True,5.19574,5.763333333333333,9.3351,2.9285501564198393,2.7621,10.2859,0.7509093665695397,0.25454683284769836,0.975090936656954,1.0179999999999998,6.457617333333332,6.410105888546559,True
p_4bqyr6,Ronaldo Martínez,t_2eRs85,Vélez Sarsfield,DEL,Tigre,True,2,3,2,True,2,True,11.4728,12.28105,14.22085,3.429114335364163,9.8563,14.7058,0.6118224212614634,0.22577877297398322,0.9611822421261463,1.0179999999999998,12.4831125,12.214519890569255,True
p_1O1XFB,Lisandro Magallán,t_2eRs85,Vélez Sarsfield,DEF,Tigre,True,20,3,3,True,0,False,7.712466666666668,9.094705000000001,12.877370000000003,3.335407727538127,2.38,15.31,1.0,0.23065881292965554,1.0,1.0179999999999998,9.556587833333335,9.728606414333333,False
p_0CoGTg,Claudio Baeza,t_2eRs85,Vélez Sarsfield,VOL,Tigre,True,20,3,3,True,0,False,3.692713333333333,7.158205000000001,11.923670000000001,3.7783459921359075,1.294,12.5771,1.0,0.20927743651166683,1.0,1.0179999999999998,7.136649166666667,7.265108851666666,False
p_34RQqa,Luca Feler,t_2eRs85,Vélez Sarsfield,VOL,Tigre,True,10,3,3,True,0,False,3.4735266666666664,3.16732,5.850779999999999,2.226858907769217,0.73,6.7578,0.8953131117235398,0.3098988919510327,0.989531311172354,1.0179999999999998,3.945357333333333,3.974327598168537,False
